record_id,run_id,dictionary_version,tagset_version,export_version,timestamp_iso,coder_id,coder_action,igo,attribute_code,attribute_label,indicator_id,indicator_label,doc_family_inferred,evidence_tier,source_type,source_year,source_lang,article_section_page,page_in_pdf,source_uri,coded_value,decision_rationale,review_note,quoted_or_paraphrased,instrument_title,instrument_type,trace_key,retrieval_set,coder_action_std,attribute_code_final,tfidf_cosine,source_title_char_count,source_title_word_count,source_title_sha256,source_excerpt_char_count,source_excerpt_word_count,source_excerpt_sha256,matrix_cell_text_char_count,matrix_cell_text_word_count,matrix_cell_text_sha256,excerpt_full_char_count,excerpt_full_word_count,excerpt_full_sha256,public_text_fields_included,public_release_note
TLF-V6-000022,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-18T10:46:55Z,IA,Accept,Division for Ocean Affairs and the Law of the Sea (UN DOALOS),YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Foundational legal instrument,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=YE; indicator=YE_date,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: creation date recorded (Not specified (see narrative/citations in cell text)); retained as YE substantiation.,—,—,—,23a384768007b9efadf101da54f059897e36d10f,attributes,ACCEPT,YE,0.0,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,437a891416e7132ae52f229e50fe6f97f1d3a1e1f4bb7b3bcc565c44a7e7c912,6,1,437a891416e7132ae52f229e50fe6f97f1d3a1e1f4bb7b3bcc565c44a7e7c912,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000023,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-19T06:17:43Z,IA,Accept,Division for Ocean Affairs and the Law of the Sea (UN DOALOS),SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Foundational legal instrument,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: evidence of multi-basin/ABNJ remit (Not specified (see narrative/citations in cell text)); retained for Scale field.,—,—,—,b18982fbdd1e24ecaf9094bdfb5079a16ffa5ba1,scale_gate,ACCEPT,SCL,0.27002604662797214,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000024,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-20T01:48:32Z,IA,Accept,Division for Ocean Affairs and the Law of the Sea (UN DOALOS),SJ,Spatial Jurisdiction,IND_SJ_SCOPE,Geographic scope and ABNJ/high-seas references,Foundational legal instrument,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=SJ; indicator=SJ_scope,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: SJ coded from explicit geographic scope language (Not specified (see narrative/citations in cell text)); retained for spatial scope.,—,—,—,ca7c1b73e1cb55525a9398faa80ee985027ef9a2,attributes,ACCEPT,SJ,0.0,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,321,50,268be042bc0313e61b2bd45559274316795c6a3740638b0e0e75fc8fa673e99c,432,68,e5e16b8b8d0d4fb7d607548e1fc760de0bc4c1fb190783de25dd08b1136c3ebf,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000025,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-20T21:19:20Z,IA,Accept,Division for Ocean Affairs and the Law of the Sea (UN DOALOS),SMJ,Subject Matter Jurisdiction,IND_SMJ_DOMAIN,Issue domains and functions within remit,Foundational legal instrument,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=SMJ; indicator=SMJ_domain,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: SMJ coded as issue-domain descriptor (marine/ocean (general)) (Not specified (see narrative/citations in cell text)); separated from governance constructs.,—,—,—,79a173ab88f52f70ff7446e0d4df3c43862ac95d,attributes,ACCEPT,SMJ,0.010212630487259589,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,341,50,b35c8aa0619567890c40c1f6728227fc8a2b80a102e47f3aae4a3c59e8978680,420,62,0002e3e901391b2a4fb39c18d030eae91ff9b52372f1215ece9973ccd4904cbf,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000026,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-21T16:50:08Z,IA,Accept,Division for Ocean Affairs and the Law of the Sea (UN DOALOS),SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Foundational legal instrument,Substantiation/References,Convention,—,EN,Articles,—,https://www.un.org/depts/los/convention_agreements/texts/unclos/unclos_e.pdf)),status=accepted; attribute=SoJ; indicator=SoJ_article,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: jurisdictional source located (Articles); used to populate SoJ with traceable citation.,—,—,—,72444cce18fcebc47eb2580ff68e8a7858b20b30,attributes,ACCEPT,SoJ,0.01393787251794775,41,8,443dc1f84bfb5370773ad0d1a1981a3e408a7544c2ba50797669e6f6ce158817,510,50,235e10b3f2843936fec103731ffd8b2692c05240aff90288aa398ae4050a1b8c,733,79,61779679391b59c5c0045471321bded57193827cb567f2cde2f7a98e36fdbb2b,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000027,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-22T12:20:57Z,IA,Accept,Division for Ocean Affairs and the Law of the Sea (UN DOALOS),DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Foundational legal instrument,Substantiation/References,Agreement,—,EN,Section 9.2,—,https://digitallibrary.un.org/record/798635/files/ST_SGB_2015_3-EN.pdf?ln=en).,status=accepted; attribute=DO; indicator=DO_purpose,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: goal language located (Section 9.2); retained for DO with provenance.,—,—,—,1d1f147188e60460988acc0dff0e489aa8e49bd1,attributes,ACCEPT,DO,0.014904456255765065,69,11,157d729a07f222d759e4442a1304af17f91761cf4ad46c04e01d1591ce0f1958,393,50,3cc9574fb51debb2109ede32da19217c298df009474d423ffa08fe1823f55ef5,1263,146,901049bce7279eb7df1c496250db6b560522577d61c5be7a15e32706f63d5e01,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000028,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-23T07:51:45Z,IA,Accept,Division for Ocean Affairs and the Law of the Sea (UN DOALOS),STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Foundational legal instrument,Substantiation/References,Convention,—,EN,Not specified (see narrative/citations in cell text),—,https://www.un.org/ola/en/content/div-doalos).,status=accepted; attribute=STR; indicator=STR_family,Relevant to indicator; retained after contextual read-through.,"Founding instrument evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'mixed strategy references'.",—,—,—,dca869f4f257e8454a896af54689e01e0f1a0a86,attributes,ACCEPT,STR,0.024220854152628826,68,11,cdfb60efe091022fdb04032c6462ff38c3fd02a59cc7e11d0249965801c408d1,320,49,14cb2b6c9d92e451e1ebebc33785abc62890817de684794a393b92535c56ceb0,1390,179,c097c3da99f421981905e3c572a3ee22a0bfb35db135689cd834e7c6831da3cc,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000029,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-24T03:22:34Z,IA,Accept,Climate Change Secretariat,YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Foundational legal instrument,Substantiation/References,Convention,—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=YE; indicator=YE_date,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: establishment year captured (Not specified (see narrative/citations in cell text)); value standardised for matrix cell.,—,—,—,1ca8aa0e8f578143faac851923deb42b8e0f5d33,attributes,ACCEPT,YE,0.0,110,14,ed147a10f8d3ba55c2b760128e1cc2e2654a1d570a8b6eec1eb8af3318b7983c,6,1,437a891416e7132ae52f229e50fe6f97f1d3a1e1f4bb7b3bcc565c44a7e7c912,6,1,437a891416e7132ae52f229e50fe6f97f1d3a1e1f4bb7b3bcc565c44a7e7c912,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000030,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-24T22:53:22Z,IA,Accept,Climate Change Secretariat,SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Foundational legal instrument,Substantiation/References,Convention,—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: evidence of multi-basin/ABNJ remit (Not specified (see narrative/citations in cell text)); retained for Scale field.,—,—,—,43f615366eb780e38480391d37942608510389b2,scale_gate,ACCEPT,SCL,0.27002604662797214,110,14,ed147a10f8d3ba55c2b760128e1cc2e2654a1d570a8b6eec1eb8af3318b7983c,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000031,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-25T18:24:10Z,IA,Accept,Climate Change Secretariat,SJ,Spatial Jurisdiction,IND_SJ_SCOPE,Geographic scope and ABNJ/high-seas references,Foundational legal instrument,Substantiation/References,Agreement,—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=SJ; indicator=SJ_scope,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: spatial remit located (Not specified (see narrative/citations in cell text)); coded as SJ (not SMJ).,—,—,—,a99a33095ba568ff1b00d9558b57b837580ffe79,attributes,ACCEPT,SJ,0.011008145003812487,31,4,bd11a7938796f48e0f4aaed2abfd3beebd8b240746f19e9338d2c57f333f9592,270,40,6130adcb166927583b4ea20a53a248c153a52820e59c84f7abf9300f22e4ca3b,270,40,6130adcb166927583b4ea20a53a248c153a52820e59c84f7abf9300f22e4ca3b,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000032,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-26T13:54:59Z,IA,Accept,Climate Change Secretariat,SMJ,Subject Matter Jurisdiction,IND_SMJ_DOMAIN,Issue domains and functions within remit,Foundational legal instrument,Substantiation/References,Agreement,—,EN,Not specified (see narrative/citations in cell text),—,https://unfccc.int/about-us/about-the-secretariat).,status=accepted; attribute=SMJ; indicator=SMJ_domain,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: functional remit excerpted (Not specified (see narrative/citations in cell text)); recorded as SMJ domain label (climate).,—,—,—,cbacfcd12001bcedeab5be8cdfe4884a1ede6991,attributes,ACCEPT,SMJ,0.0,109,13,c1a49560c12e1fa4804934a07f62730523737dd04b9afbb82e961a1648aecf53,414,50,5503d3aee364004c1fef70b1761dda5814bb152e8c272c8f873e875be80e3888,767,81,0b51f25b5b3bffea7d4de145e031faa9f7af7d19f1110aa1785e29a43a2ed36d,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000033,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-27T09:25:47Z,IA,Accept,Climate Change Secretariat,SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Foundational legal instrument,Substantiation/References,Convention,—,EN,Articles,—,https://unfccc.int/resource/docs/convkp/conveng.pdf).,status=accepted; attribute=SoJ; indicator=SoJ_article,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: legal basis clause captured (Articles); coded as SoJ with citation anchor where available.,—,—,—,c4bb6f4d74a3c6a9e36df75d0d2803aefb60807f,attributes,ACCEPT,SoJ,0.01302893201416134,53,6,018bf389a2ff40ef1355eb53fcc8f3759c55f47ad099340e81e98cee32f000fd,445,49,fa7bb2318e6600ecc050090de9916f7fd75737be153b6074d56b3795206605c6,805,73,25d7016a499c31c0bcd9976e70759649e19567f432eebc469dcdf2c83473ebf3,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000034,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-28T04:56:35Z,IA,Accept,Climate Change Secretariat,DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Foundational legal instrument,Substantiation/References,Convention,—,EN,Article 8,—,https://unfccc.int/resource/docs/convkp/conveng.pdf),status=accepted; attribute=DO; indicator=DO_purpose,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: objectives/mission statement captured (Article 8); retained for DO substantiation.,—,—,—,d80afd50878a91be4dcc7c29375888c8f4ca7149,attributes,ACCEPT,DO,0.0,140,21,92a80065469098cdb554234bc1cd209c1a956aa1a74f4c8a179bc259097d156e,375,50,8ae9a6a5d925362ba58aea539fb53060a5cc20f62af2ac77f385da7291785723,1074,142,29e38367554f1d0c2c5c2ef7074e4c4e21f0f2f4e751af250abbac663e33f589,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000035,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-29T00:27:24Z,IA,Accept,Climate Change Secretariat,STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Foundational legal instrument,Substantiation/References,Agreement,—,EN,P.25,—,https://unfccc.int/sites/default/files/resource/sbi2021_04E.pdf).,status=accepted; attribute=STR; indicator=STR_family,Relevant to indicator; retained after contextual read-through.,"Founding instrument evidence: strategy/implementation language captured (P.25); retained under STR, tagged 'mixed strategy references'.",—,—,—,2ceeb5b7cd2d48564e3814c44db815f1484c905a,attributes,ACCEPT,STR,0.017338925859088732,85,12,49b53af2a98f849e3143662cde5a574b3a2d90844edf39534ba1263919e89d6c,363,50,16ada29f8505f2ff0dbfb78448f753c78f0f96e15257d0f752673e0f6f772a4e,1668,170,3487c3dff3992adb66ebf53ab269d609b5dccdf97408bb070d1197b02f1cb49b,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000036,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-29T19:58:12Z,IA,Accept,International Seabed Authority,YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Foundational legal instrument,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=YE; indicator=YE_date,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: establishment year captured (Not specified (see narrative/citations in cell text)); value standardised for matrix cell.,—,—,—,638966cbf24a4a1d7812c57383fa20a0add9a398,attributes,ACCEPT,YE,0.0,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,87f80a18e9a923b5fad3f9fb0342d00331ed13cbdcdb653581db17e0f8e0983a,6,1,87f80a18e9a923b5fad3f9fb0342d00331ed13cbdcdb653581db17e0f8e0983a,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000037,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-30T15:29:00Z,IA,Accept,International Seabed Authority,SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Foundational legal instrument,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: global mandate support (membership/remit) captured (Not specified (see narrative/citations in cell text)); used for scale gate/descriptor.,—,—,—,53e31c1d0b509d312ef5bd11604f315ed551840f,scale_gate,ACCEPT,SCL,0.27002604662797214,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
